cell_line,treatment,perturbation,replicate,time,concentration,cell_count,cell_count__ctrl,cell_count__time0
U87,GNE317,0,5,72,0.003162,424,470.75,93
U87,GNE317,0,5,72,0.01,435.5,470.75,93
U87,GNE317,0,5,72,0.03162,429,470.75,93
U87,GNE317,0,5,72,0.1,447.5,470.75,93
U87,GNE317,0,5,72,0.3162,528.25,470.75,93
U87,GNE317,0,5,72,1,428.75,470.75,93
U87,GNE317,0,5,72,3.162,516.25,470.75,93
U87,GNE317,0,5,72,10,297.5,470.75,93
U87,GNE317,0,6,72,0.001,412.5,396,93
U87,GNE317,0,6,72,0.003162,432.75,396,93
U87,GNE317,0,6,72,0.01,447.5,396,93
U87,GNE317,0,6,72,0.03162,439.75,396,93
U87,GNE317,0,6,72,0.1,471,396,93
U87,GNE317,0,6,72,0.3162,467.25,396,93
U87,GNE317,0,6,72,1,408.25,396,93
U87,GNE317,0,6,72,3.162,474.75,396,93
U87,GNE317,0,6,72,10,322.75,396,93
U87,TUCATINIB,0,1,72,0.001,252.25,245.25,93
U87,TUCATINIB,0,1,72,0.003162,220,245.25,93
U87,TUCATINIB,0,1,72,0.01,237.75,245.25,93
U87,TUCATINIB,0,1,72,0.03162,223.5,245.25,93
U87,TUCATINIB,0,1,72,0.1,243,245.25,93
U87,TUCATINIB,0,1,72,0.3162,264,245.25,93
U87,TUCATINIB,0,1,72,1,225.25,245.25,93
U87,TUCATINIB,0,1,72,3.162,208.25,245.25,93
U87,TUCATINIB,0,1,72,10,277.25,245.25,93
U87,TUCATINIB,0,2,72,0.001,213.75,250,93
U87,TUCATINIB,0,2,72,0.003162,219,250,93
U87,TUCATINIB,0,2,72,0.01,235,250,93
U87,TUCATINIB,0,2,72,0.03162,210.25,250,93
U87,TUCATINIB,0,2,72,0.1,240.75,250,93
U87,TUCATINIB,0,2,72,0.3162,247.75,250,93
U87,TUCATINIB,0,2,72,1,253,250,93
U87,TUCATINIB,0,2,72,3.162,244.5,250,93
U87,TUCATINIB,0,2,72,10,234.75,250,93
U87,TUCATINIB,0,3,72,0.001,269.75,235,93
U87,TUCATINIB,0,3,72,0.003162,262.25,235,93
U87,TUCATINIB,0,3,72,0.01,243.75,235,93
U87,TUCATINIB,0,3,72,0.03162,254.25,235,93
U87,TUCATINIB,0,3,72,0.1,281.75,235,93
U87,TUCATINIB,0,3,72,0.3162,242.75,235,93
U87,TUCATINIB,0,3,72,1,318.5,235,93
U87,TUCATINIB,0,3,72,3.162,292.25,235,93
U87,TUCATINIB,0,3,72,10,281.25,235,93
