"block_id","conc1","conc2","ZIP_fit","ZIP_ref","ZIP_synergy","HSA_ref","HSA_synergy","Loewe_ref","Loewe_synergy","Bliss_ref","Bliss_synergy"
1,78.13,1250,73.6592194138848,81.6701472206744,-8.01092780678961,67.1600313970556,6.45160272438494,70.2083834778244,3.40325064361615,81.4862982358935,-7.87466411445295
1,19.53,1250,69.930500024853,74.3189303691135,-4.38843034426051,67.1600313970556,2.77013800532139,68.1733720996694,1.75679730270755,74.3803978807012,-4.45022847832423
1,4.88,1250,68.166131968069,70.0942993661303,-1.92816739806128,67.1600313970556,0.901870885632562,67.1558664105919,0.906035872096211,69.9599583852405,-1.89805610255235
1,1.22,1250,67.4955512694089,68.3004207028495,-0.804869433440558,67.1600313970556,0.1877878185974,67.1558664105919,0.19195280506105,68.0408009566221,-0.692981740969088
1,0,1250,67.1600313970556,67.1600313970556,0,67.1600313970556,0,67.1600313970556,0,67.1600313970556,0
1,5000,5000,91.8851805532283,98.3674221962381,-6.4822416430098,90.9163323143421,0.966288052711903,91.5760029484515,0.306617418602571,98.342330623699,-6.459710256645
1,1250,5000,89.4574016623371,97.0586111973302,-7.60120953499309,84.2085154723702,5.29540567189841,87.5059801921415,1.99794095212707,97.118227877368,-7.61430673309934
1,312.5,5000,86.231610679657,94.1766673441315,-7.94505666447454,81.7511006163486,4.51374000528267,84.4534631249091,1.81137749672214,94.1978292480399,-7.93298862640867
1,78.13,5000,83.765868569275,89.7376376749278,-5.97176910565278,81.7511006163486,2.02826590313258,82.4184517467541,1.36091477272701,89.7120888026118,-5.9327222831306
1,19.53,5000,82.5223416702221,85.6219008073636,-3.09955913714147,81.7511006163486,0.832319973011423,81.4009460576767,1.18247453168334,85.7633986506812,-3.17997806132118
1,4.88,5000,81.9724192774363,83.2566502751145,-1.28423099767818,81.7511006163486,0.244746220076522,81.4009460576767,0.594900778748439,83.3069969238857,-1.3111500874606
1,1.22,5000,81.7730203470357,82.2523087219424,-0.479288374906659,81.7511006163486,0.0283607747428221,81.4009460576767,0.37851533341474,82.2405369878337,-0.461075596742333
1,0,5000,81.7511006163486,81.7511006163486,0,81.7511006163486,0,81.7511006163486,0,81.7511006163486,0
2,5000,0,90.9163323143421,90.9163323143421,0,90.9163323143421,0,90.9163323143421,0,90.9163323143421,0
2,1250,0,84.2085154723702,84.2085154723702,0,84.2085154723702,0,84.2085154723702,0,84.2085154723702,0
2,312.5,0,68.2053660882253,68.2053660882253,0,68.2053660882253,0,68.2053660882253,0,68.2053660882253,0
2,78.13,0,43.6244839696753,43.6244839696753,0,43.6244839696753,0,43.6244839696753,0,43.6244839696753,0
2,19.53,0,21.9865206661563,21.9865206661563,0,21.9865206661563,0,21.9865206661563,0,21.9865206661563,0
2,4.88,0,8.52597340161241,8.52597340161241,0,8.52597340161241,0,8.52597340161241,0,8.52597340161241,0
2,1.22,0,2.68200487709208,2.68200487709208,0,2.68200487709208,0,2.68200487709208,0,2.68200487709208,0
2,0,0,0.251255663656069,0.251255663656069,0,0.251255663656069,0,0.251255663656069,0,0.251255663656069,0
2,5000,0.0122,90.9823474297223,91.1221336695946,-0.139786239872308,90.9163323143421,0.00123817617551936,90.9319158598583,-0.0143453693406315,90.9430804718409,-0.0255099813231965
2,1250,0.0122,84.0920603611091,84.004893025201,0.0871673359080205,84.2085154723702,0.00349590511416409,84.160426769447,0.0515846080373592,84.2550157550644,-0.0430043775800755
2,312.5,0.0122,68.235946997483,68.333044344253,-0.0970973467700134,68.2053660882253,0.0100954231930217,68.6827374199355,-0.467275908517195,68.2989899310293,-0.0835284196110138
2,78.13,0.0122,43.7924734729894,44.1938505189509,-0.401377045961517,43.6244839696753,0.0218956192234856,44.4988478113238,-0.852468222424974,43.790489732329,-0.144110143430218
2,19.53,0.0122,21.7373189432031,21.812704776824,-0.0753858336209383,21.9865206661563,0.0327755801394218,21.2823137870565,0.736982459239236,22.2162425036845,-0.196946257388731
2,4.88,0.0122,8.60620544190255,8.95060533210436,-0.34439989020181,8.52597340161241,0.0393025150075506,8.70669119057841,-0.141415273958447,8.79533174398753,-0.23005582736757
2,1.22,0.0122,2.99476971469015,3.48905241953378,-0.494282704843624,2.68200487709208,0.0420579534401044,2.90255768451159,-0.178494853979409,2.96857161985357,-0.24450878932138
2,0,0.0122,0.294464289363502,0.294464289363502,0,0.294464289363502,0,0.294464289363502,0,0.294464289363502,0
2,5000,0.0488,90.9840931477766,91.1306764545282,-0.146583306751623,90.9163323143421,0.00498624168973549,90.9319158598583,-0.0105973038264153,90.9592177660702,-0.0378992100383613
2,1250,0.0488,84.1003107048308,84.0202844214883,0.0800262833425904,84.2085154723702,0.0152073985906185,84.160426769447,0.0632961015138136,84.283069603021,-0.0593467320601491
2,312.5,0.0488,68.2646551800832,68.3635160794202,-0.0988608993370121,68.2053660882253,0.0472082748717355,68.6827374199355,-0.430163056838481,68.3554736532553,-0.102899290158291
2,78.13,0.0488,43.8587844400834,44.2475503512358,-0.388765911152419,43.6244839696753,0.107453663965579,44.4988478113238,-0.766910177682881,43.8906418207802,-0.158704187139257
2,19.53,0.0488,21.8408018013653,21.8879410129618,-0.047139211596523,21.9865206661563,0.16476479220686,22.249669371401,-0.098383913037793,22.3548348117074,-0.203549353344183
2,4.88,0.0488,8.73161650486755,9.0382182075451,-0.306601702677549,8.52597340161241,0.199758344013761,8.70669119057841,0.0190405550477628,8.95783694922478,-0.232105203598611
2,1.22,0.0488,3.12918556393352,3.5819207099807,-0.452735146047181,2.68200487709208,0.214644130702021,3.86991326885606,-0.973264261061962,3.14145873720064,-0.24480972940654
2,0,0.0488,0.47211603519811,0.47211603519811,0,0.47211603519811,0,0.47211603519811,0,0.47211603519811,0
2,5000,0.1953,90.9918833104167,91.2139519171898,-0.222068606773092,90.9163323143421,0.0203402509550443,90.9319158598583,0.0047567054388935,91.0625753562296,-0.1259027909324
2,1250,0.1953,84.1501946345856,84.1703204643926,-0.0201258298069433,84.2085154723702,0.0731624353025921,84.160426769447,0.121251138225787,84.4627514058231,-0.181073498150283
2,312.5,0.1953,68.4577983622007,68.660555963236,-0.202757601035302,68.2053660882253,0.256917384061396,68.6827374199355,-0.220453947648821,68.7172456659312,-0.254962193644531
2,78.13,0.1953,44.3347879801143,44.7710188001218,-0.436230820007566,43.6244839696753,0.627058488821739,45.4662033956682,-1.21466093717119,44.5321049040327,-0.280562445535644
2,19.53,0.1953,22.6069927580959,22.6213473227264,-0.0143545646305547,21.9865206661563,0.992519376445653,23.2170249557455,-0.237984913143471,23.2425032627035,-0.263463220101514
2,4.88,0.1953,9.67352000236633,9.89227256969024,-0.218752567323914,8.52597340161241,1.22021721583642,10.6414023592673,-0.895211741818517,9.99866487012158,-0.252474252672744
2,1.22,0.1953,4.14417275122201,4.48720510068431,-0.343032349462304,2.68200487709208,1.31790813840753,4.83726885320053,-0.837355837700924,4.24878166039867,-0.24886864489906
2,0,0.1953,1.60995587848664,1.60995587848664,0,1.60995587848664,0,1.60995587848664,0,1.60995587848664,0
2,5000,0.7813,91.0368337107037,91.9543960051987,-0.917562294494985,90.9163323143421,0.0894552126275272,90.9319158598583,0.0738716671113764,91.8113118049478,-0.805524277978108
2,1250,0.7813,84.5030496667476,85.5043665015578,-1.00131683481018,84.2085154723702,0.417986106026504,84.160426769447,0.466074808949699,85.7643908376436,-1.13788925924689
2,312.5,0.7813,69.8908495430731,71.3016872021952,-1.41083765912207,68.2053660882253,1.66643820718869,70.6174485886244,-0.745644293210461,71.3379713581518,-1.46616706273784
2,78.13,0.7813,48.0013796317724,49.4254404730708,-1.42406084129839,43.6244839696753,4.28635496538022,49.3356257330461,-1.42478679799059,49.178950773774,-1.26811183871844
2,19.53,0.7813,28.6167767132683,29.1424322716099,-0.525655558341608,21.9865206661563,6.92251221422009,29.9885140461567,-1.07948116578032,29.6728943216806,-0.763861441304151
2,4.88,0.7813,17.1236387461576,17.4861001279784,-0.362461381820786,9.85262254825462,7.25817101189413,17.4128914496786,-0.30209788952989,17.5385639720416,-0.42777041189283
2,1.22,0.7813,12.198677974456,12.536544649687,-0.337866675231059,9.85262254825462,2.13144091224214,12.5761135279563,-0.592050067459535,12.270379608081,-0.286316147584287
2,0,0.7813,9.85262254825462,9.85262254825462,0,9.85262254825462,0,9.85262254825462,0,9.85262254825462,0
2,5000,3.125,91.4869557132755,95.515038606741,-4.02808289346555,90.9163323143421,0.567525139447469,91.8992714442028,-0.415413990413157,95.4188451126912,-3.9349876589016
2,1250,3.125,86.8503502677059,91.9195182048044,-5.06916793709851,84.2085154723702,2.66097650700058,86.0951379381359,0.774354041234844,92.0359001424244,-5.16640816305356
2,312.5,3.125,78.0708575463651,84.0023415230241,-5.93148397665908,68.2053660882253,9.79176371921838,76.4215820946913,1.57554771275241,83.9650516095943,-5.96792180215058
2,78.13,3.125,67.0224792550411,71.8075924311067,-4.78511317606565,49.5671237011242,17.4238909229056,63.8459594982132,3.14505512581668,71.5682057375735,-4.57719111354361
2,19.53,3.125,58.2006628462941,60.5009821652415,-2.30031931894744,49.5671237011242,8.73174262039662,55.1397592391129,3.1591070824079,60.6555584711136,-2.35669214959275
2,4.88,3.125,53.0484108188559,54.0032475408466,-0.954836721990667,49.5671237011242,3.34334205094509,51.2703369017351,1.64012885033424,53.8670173200344,-0.956551567965143
2,1.22,3.125,50.7950899138766,51.2441550913209,-0.449065177444325,49.5671237011242,0.981696846508463,50.3029813173906,0.245839230242083,50.9197359031179,-0.370915355485202
2,0,3.125,49.5671237011242,49.5671237011242,0,49.5671237011242,0,49.5671237011242,0,49.5671237011242,0
2,5000,12.5,93.9221139343959,98.8855566996846,-4.96344276528863,90.9163323143421,3.01392478362106,92.8666270285472,1.06363006941596,98.8842290865319,-4.95397198856867
2,1250,12.5,92.7836628479054,97.9921256817257,-5.20846283382032,87.7167356614134,5.06831681191824,90.9319158598583,1.85313661347338,98.0602902124842,-5.27523773915256
2,312.5,12.5,91.2644836513014,96.0248301496649,-4.76034649836346,87.7167356614134,3.53713742517743,88.9972046911694,2.25666839542151,96.0945810711308,-4.84070798453995
2,78.13,12.5,89.8402767966645,92.9946242609494,-3.15434746428491,87.7167356614134,2.18850967447425,88.0298491068249,1.87539622906279,93.075246343753,-3.17000100786528
2,19.53,12.5,88.7798268720006,90.1851070867302,-1.40528021472959,87.7167356614134,1.17859370296756,88.0298491068249,0.865480257556101,90.4173981136954,-1.52206874931439
2,4.88,12.5,88.1047977236937,88.5705208764078,-0.465723152714006,87.7167356614134,0.469624977903379,87.0624935224804,1.12386711683639,88.7640035117711,-0.577642872454263
2,1.22,12.5,87.7824598878392,87.8849292233901,-0.102469335550907,87.7167356614134,0.139544974306048,87.0624935224804,0.793787113239063,88.0461734100404,-0.189892774320953
2,0,12.5,87.7167356614134,87.7167356614134,0,87.7167356614134,0,87.7167356614134,0,87.7167356614134,0
2,5000,50,95.5948320457472,99.5416419564465,-3.94680991069927,94.700159538692,0.903650941018668,94.8013381972362,0.802472282474511,99.5185801046247,-3.91476962491406
2,1250,50,95.5190936719378,99.1741837884752,-3.65509011653741,94.700159538692,0.810047846233829,94.8013381972362,0.708869187689672,99.1630765135635,-3.65286912863763
2,312.5,50,95.3969124811948,98.3650571770884,-2.96814469589353,94.700159538692,0.678395294458582,94.8013381972362,0.577216635914425,98.314935127419,-2.9363802942684
2,78.13,50,95.2419188891836,97.118767444517,-1.87684855533345,94.700159538692,0.520581489363167,94.8013381972362,0.41940283081901,97.0121875911537,-1.7914465630985
2,19.53,50,95.0683303422138,95.9632445076922,-0.894914165478383,94.700159538692,0.320459768303863,94.8013381972362,0.219281109759706,95.8654100569908,-0.844790749994928
2,4.88,50,94.9205460621182,95.2991832886939,-0.378637226575719,94.700159538692,0.134387921376842,94.8013381972362,0.0332092628326848,95.152022526751,-0.317475066682178
2,1.22,50,94.8418241687325,95.0172071229573,-0.175382954224801,94.700159538692,0.040792947410651,94.8013381972362,-0.060385711133506,94.8423015183424,-0.101349032239725
2,0,50,94.700159538692,94.700159538692,0,94.700159538692,0,94.700159538692,0,94.700159538692,0
3,5000,0,81.7211216586772,81.7211216586772,0,81.7211216586772,0,81.7211216586772,0,81.7211216586772,0
3,1250,0,67.1060824981122,67.1060824981122,0,67.1060824981122,0,67.1060824981122,0,67.1060824981122,0
3,312.5,0,48.8295777817338,48.8295777817338,0,48.8295777817338,0,48.8295777817338,0,48.8295777817338,0
3,78.13,0,30.970858616447,30.970858616447,0,30.970858616447,0,30.970858616447,0,30.970858616447,0
3,19.53,0,17.2677949262358,17.2677949262358,0,17.2677949262358,0,17.2677949262358,0,17.2677949262358,0
3,4.88,0,8.80135191781617,8.80135191781617,0,8.80135191781617,0,8.80135191781617,0,8.80135191781617,0
3,1.22,0,4.27949164747454,4.27949164747454,0,4.27949164747454,0,4.27949164747454,0,4.27949164747454,0
3,0,0,0.0873902533996446,0.0873902533996446,0,0.0873902533996446,0,0.0873902533996446,0,0.0873902533996446,0
3,5000,0.0122,81.6832098881891,81.6931777100582,-0.00996782186916789,81.7211216586772,0.00356339958420904,81.3652606856417,0.359424372619699,81.7450066436797,-0.020321585418273
3,1250,0.0122,67.1829017437768,67.3106719474986,-0.127770203721823,67.1060824981122,0.00838305639138071,67.1273427230159,-0.0128771685123326,67.1490649345361,-0.0345993800324891
3,312.5,0.0122,48.8450358482386,48.9540551537998,-0.109019305561262,48.8295777817338,0.0162235576820677,48.8214481996399,0.0243531397760393,48.8964421015478,-0.0506407621318843
3,78.13,0.0122,30.9101908319109,30.9927742401479,-0.0825834082370385,30.970858616447,0.0253284671912262,30.5155536762638,0.480633407374345,31.0610588998502,-0.0648718162120332
3,19.53,0.0122,17.2767975926824,17.4487895390807,-0.17199194639829,17.2677949262358,0.0330032447300965,17.2946298538256,0.00616831714034305,17.3759009839769,-0.0751028130110178
3,4.88,0.0122,8.87753856881244,9.10829848447596,-0.230759915663519,8.80135191781617,0.0379845946006068,9.15867673232512,-0.319340219908343,8.9205210649058,-0.0811845524890167
3,1.22,0.0122,4.37084448126318,4.59902918054813,-0.228184699284954,4.27949164747454,0.0407118817900498,4.07370603138733,0.246497497877258,4.40456950311421,-0.0843659738496179
3,0,0.0122,0.130669861446006,0.130669861446006,0,0.130669861446006,0,0.130669861446006,0,0.130669861446006,0
3,5000,0.0488,81.6908547269458,81.7107925869443,-0.0199378599985067,81.7211216586772,0.0153622266477242,81.3652606856417,0.371223199683214,81.7775327358052,-0.0410488504802942
3,1250,0.0488,67.2054485297885,67.3421257126586,-0.136677182870145,67.1060824981122,0.0387699935928936,67.1273427230159,0.0175097686891803,67.2075975518585,-0.0627450601534179
3,312.5,0.0488,48.8930628434083,49.0031717082602,-0.11010886485181,48.8295777817338,0.0784106659286081,48.8214481996399,0.0865402480225796,48.9874965872823,-0.0795081396198967
3,78.13,0.0488,30.9885027100177,31.0591731905915,-0.0706704805738276,30.970858616447,0.125696874444234,31.5325478164514,-0.435992325560207,31.1838918313935,-0.0873363405023078
3,19.53,0.0488,17.3808970833945,17.5282205504292,-0.147323467034621,17.2677949262358,0.166236441461624,17.2946298538256,0.139401513871871,17.5231176388356,-0.0890862711381182
3,4.88,0.0488,8.99847047764332,9.19575474022615,-0.197284262582828,8.80135191781617,0.192802282414362,9.15867673232512,-0.164522532094587,9.08280321230315,-0.0886490120726133
3,1.22,0.0488,4.50101565629454,4.69082426814892,-0.18980861185438,4.27949164747454,0.207419144985675,5.09070017157489,-0.603789379114675,4.57489801096024,-0.0879872185000226
3,0,0.0488,0.308613450314906,0.308613450314906,0,0.308613450314906,0,0.308613450314906,0,0.308613450314906,0
3,5000,0.1953,81.7362513797229,81.8825063551801,-0.146254975457239,81.7211216586772,0.0726635013257066,81.3652606856417,0.428524474361197,81.9858587693774,-0.192073609374518
3,1250,0.1953,67.3553188786554,67.6487440657562,-0.293425187100837,67.1060824981122,0.207505270082905,68.1443368632035,-0.830749095008372,67.5824925117056,-0.268904743510475
3,312.5,0.1953,49.2310613327817,49.4819708905473,-0.250909557765532,48.8295777817338,0.448286970392381,49.8384423398274,-0.560577587701211,49.5706905282829,-0.292825776156718
3,78.13,0.1953,31.5586529406757,31.7064450427488,-0.147792102073087,30.970858616447,0.744952678908216,32.5495419566389,-0.833730661283777,31.9706232137465,-0.254811918391283
3,19.53,0.1953,18.1534678341632,18.3025318534051,-0.149064019241923,17.2677949262358,1.00424002405056,18.3116239940131,-0.0395890437267497,18.4660240803504,-0.193989130064026
3,4.88,0.1953,9.90490610280289,10.0482979244779,-0.143391821674969,8.80135191781617,1.17595276297081,10.1756708725127,-0.198366191725702,10.1222024723309,-0.144897791543944
3,1.22,0.1953,5.48142368586871,5.58566335782343,-0.104239671954724,4.27949164747454,1.27093621326686,5.09070017157489,0.459727689166515,5.66583332242934,-0.115405461687931
3,0,0.1953,1.44832251605798,1.44832251605798,0,1.44832251605798,0,1.44832251605798,0,1.44832251605798,0
3,5000,0.7813,82.0582821573957,83.4093302838341,-1.35104812643843,81.7211216586772,0.407248717121973,82.3822548258293,-0.253884450030085,83.4950009069982,-1.36663053119905
3,1250,0.7813,68.4792945318905,70.3750964327425,-1.89580190085196,67.1060824981122,1.33409785268883,69.161331003391,-0.721150652589998,70.298282619094,-1.85810226829298
3,312.5,0.7813,51.8324835946039,53.7393001428639,-1.90681654825995,48.8295777817338,3.03969553519062,52.8894247603901,-1.02015144346564,53.7954268018898,-1.92615348496533
3,78.13,0.7813,36.0146778824242,37.4617794132615,-1.4471015308373,30.970858616447,5.16769969217112,36.6175185173892,-0.478960208771106,37.6698124112694,-1.53125410265137
3,19.53,0.7813,24.2414510768204,25.1874604048956,-0.94600932807521,17.2677949262358,7.03761759564849,23.3965946949509,0.908817826933387,25.2965666598065,-0.991154137922191
3,4.88,0.7813,17.0772757679546,17.6288393528079,-0.55156358485322,9.70453008766322,7.37552071651577,16.277635713638,0.802415090540968,17.6517521604938,-0.571701356314797
3,1.22,0.7813,13.2548952184769,13.5422864547762,-0.287391236299371,9.70453008766322,3.54077477711971,12.2096591528878,1.03564571189514,13.5687171806096,-0.323412315826625
3,0,0.7813,9.70453008766322,9.70453008766322,0,9.70453008766322,0,9.70453008766322,0,9.70453008766322,0
3,5000,3.125,84.3723970976353,90.751652122642,-6.37925502500666,81.7211216586772,2.65688161224391,84.4162431062044,-0.038239835283278,90.7662918090326,-6.38828853811144
3,1250,3.125,75.4639767008105,83.4858134897221,-8.02183678891159,67.1060824981122,8.29800738098383,75.2632958445164,0.140794034579656,83.3833985981763,-7.97930871908029
3,312.5,3.125,66.5376352288611,74.2123101328477,-7.67467490398663,49.4842734956393,17.0401926481941,64.0763603024532,2.44810584138018,74.1508894610941,-7.62642331726065
3,78.13,3.125,59.4694064438901,65.1385248750059,-5.6691184311158,49.4842734956393,9.99387977438038,55.9404071809528,3.53774608906693,65.1294277303759,-5.65127446035619
3,19.53,3.125,54.826573709417,58.2962952309292,-3.46972152151215,49.4842734956393,5.28986298626455,51.8724306202025,2.90170586170133,58.2072255539105,-3.43308907200661
3,4.88,3.125,52.1917043741248,54.0827970323173,-1.89109265819247,49.4842734956393,2.60939166915216,49.8384423398274,2.25522282496405,53.9303403591296,-1.83667519433816
3,1.22,3.125,50.8296015750221,51.8047779127277,-0.975176337705562,49.4842734956393,1.23763295199101,49.8384423398274,0.883464107802901,51.6460897920545,-0.924183344424186
3,0,3.125,49.4842734956393,49.4842734956393,0,49.4842734956393,0,49.4842734956393,0,49.4842734956393,0
3,5000,12.5,91.1270277132529,97.7019409993934,-6.57491328614046,87.6965569397311,3.45153723870384,90.5182079473297,0.629886231105147,97.7510686112195,-6.60297443278463
